NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Dovalí Jaime Bis,PUENTE NACIONAL,2023,AGOSTO,15128,1912,6,0,0,646,109,32,1038,15,9,1,51,0,18947,33,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,AGOSTO,2962,54,17,2,0,217,227,21,168,64,3,1,61,0,3797,10,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,AGOSTO,94745,335,0,0,1,64,0,2,0,0,0,0,0,0,95147,173,0,142904
Camargo,PÚENTE INTERNACIONAL,2023,AGOSTO,33193,73,0,0,0,51,109,9,1162,11,24,0,2095,0,36727,254,0,2578
Miguel Alemán,PÚENTE INTERNACIONAL,2023,AGOSTO,56171,22,6,65,1,167,91,42,2778,26,0,0,0,0,59369,276,0,16908
Reynosa,PÚENTE INTERNACIONAL,2023,AGOSTO,134085,308,201,957,0,64,6,6,0,0,0,0,1,0,135628,484,1,183883
   Línea Express,PÚENTE INTERNACIONAL,2023,AGOSTO,67918,0,0,0,0,0,0,0,0,0,0,0,0,0,67918,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,AGOSTO,43356,34,0,1,0,99,652,44,560,450,72,31,2472,0,47771,118,428,77454
Ojinaga,PÚENTE INTERNACIONAL,2023,AGOSTO,56634,28,39,120,0,596,135,163,777,14,3,51,13,0,58573,1387,2,4445
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,AGOSTO,5817,43753,62,91,0,27,0,0,0,0,0,0,0,7943,57693,0,0,39278
Piedras Negras,PÚENTE INTERNACIONAL,2023,AGOSTO,110556,106,4,0,0,257,8,2,1,0,0,0,0,0,110934,211,0,41304
Acuña,PÚENTE INTERNACIONAL,2023,AGOSTO,144526,412,0,0,0,1709,969,161,4356,40,3,0,1,0,152177,1054,0,6788
Laredo,PÚENTE INTERNACIONAL,2023,AGOSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220839
   Línea Express,PÚENTE INTERNACIONAL,2023,AGOSTO,107092,0,0,0,0,0,0,0,0,0,0,0,0,0,107092,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,AGOSTO,257212,1198,9,2796,0,435,13,75,4,0,0,0,0,0,261742,1787,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,AGOSTO,1215,0,154,11,0,856,911,71,11075,1970,17,3,46,0,16329,30,555,0
Chapalilla - Compostela ,CAMINO,2023,SEPTIEMBRE,129333,2636,9907,2502,5,6780,5110,575,6929,2647,58,0,974,0,167456,1412,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,SEPTIEMBRE,81069,756,2482,2945,0,11073,10712,3292,56823,9523,1800,172,22203,0,202850,1818,0,0
Culiacán,PUENTE NACIONAL,2023,SEPTIEMBRE,219476,2621,6488,546,17,7375,3532,462,6367,1244,2,3,601,0,248734,2403,0,0
Sinaloa,PUENTE NACIONAL,2023,SEPTIEMBRE,232160,1908,11945,4844,17,15248,11468,3308,59164,6800,1061,77,16008,0,364008,3569,7,0
Pánuco,PUENTE NACIONAL,2023,SEPTIEMBRE,125632,9024,7781,90,9,4777,2439,291,2907,1653,10,1,805,0,155419,1034,0,0
Alvarado,PUENTE NACIONAL,2023,SEPTIEMBRE,110884,11231,7047,306,2,4732,3618,191,2533,1035,17,7,432,0,142035,727,3,0
Papaloapan,PUENTE NACIONAL,2023,SEPTIEMBRE,39870,11199,3076,109,3,4167,2781,125,1993,239,8,7,421,0,63998,616,0,0
Caracol,PUENTE NACIONAL,2023,SEPTIEMBRE,134695,23317,10814,219,0,7201,4798,297,5072,956,80,56,9110,0,196615,486,0,0
Nautla,PUENTE NACIONAL,2023,SEPTIEMBRE,71423,6405,2945,223,1,4546,3134,386,6087,1207,40,7,1408,0,97812,1068,1,0
Grijalva,PUENTE NACIONAL,2023,SEPTIEMBRE,375991,20454,11783,1688,44,16915,11759,2157,25224,11639,825,154,19447,0,498080,3038,479,0
Usumacinta,PUENTE NACIONAL,2023,SEPTIEMBRE,81018,11892,3497,567,3,5615,8908,1466,18376,7166,920,181,18299,0,157908,1469,447,0
Cadereyta,PUENTE NACIONAL,2023,SEPTIEMBRE,137495,4501,444,18,0,11770,6642,807,9502,3168,205,249,5141,0,179942,775,7,0
La Piedad,PUENTE NACIONAL,2023,SEPTIEMBRE,66603,2065,3796,1011,0,6857,5859,572,9896,1631,17,10,281,0,98598,610,0,0
Tecolutla,PUENTE NACIONAL,2023,SEPTIEMBRE,90103,18444,3692,278,2,4590,2655,446,6108,1319,29,7,1209,0,128882,606,1,0
San Juan,PUENTE NACIONAL,2023,SEPTIEMBRE,50697,229,643,233,0,3163,1848,329,5321,1230,36,74,9142,0,72945,1040,1185,0
Tampico,PUENTE NACIONAL,2023,SEPTIEMBRE,222331,3401,7776,2104,1,6677,3596,254,1986,294,17,7,1659,0,250103,1126,0,0
Tlacotalpan,PUENTE NACIONAL,2023,SEPTIEMBRE,36090,5037,1292,12,0,1123,432,32,208,46,0,0,16,0,44288,409,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,SEPTIEMBRE,186093,5680,6433,2785,28,21572,25740,5736,90175,18215,1735,909,47203,0,412304,1728,177,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,SEPTIEMBRE,12676,1686,4,0,0,556,116,28,886,24,4,0,76,0,16056,8,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,SEPTIEMBRE,3949,48,51,4,0,298,210,35,134,58,7,4,44,0,4842,30,2,0
Matamoros,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,99970,325,0,0,0,60,3,2,2,0,0,0,0,0,100362,146,0,152386
Camargo,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,32766,43,0,0,0,45,105,5,1137,20,19,2,1909,0,36051,260,0,3305
Miguel Alemán,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,57418,27,8,62,0,132,97,36,2897,19,0,0,0,0,60696,255,0,19337
Reynosa,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,133233,276,202,971,1,72,7,2,0,0,0,0,0,0,134764,539,0,177747
   Línea Express,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,70268,0,0,0,0,0,0,0,0,0,0,0,0,0,70268,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,44101,33,0,0,0,117,351,40,662,379,76,23,2302,0,48084,131,384,86884
Ojinaga,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,54693,68,40,119,2,645,144,176,615,14,7,41,25,0,56589,1312,1,4306
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,5350,43235,48,72,0,7,1,0,0,0,0,0,0,7455,56168,1,0,36079
Piedras Negras,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,69136,82,0,0,0,156,0,1,0,0,0,0,0,0,69375,105,0,54135
Acuña,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,137793,509,1,0,0,1350,959,168,4722,29,2,0,0,0,145533,1045,0,8535
Laredo,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219543
   Línea Express,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,108815,0,0,0,0,0,0,0,0,0,0,0,0,0,108815,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,253325,1136,10,2397,0,407,13,56,4,0,0,0,0,0,257348,1464,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,1334,0,194,10,0,853,889,80,10220,1824,17,1,53,0,15475,49,834,0
Chapalilla - Compostela ,CAMINO,2023,OCTUBRE,128032,2456,11400,3019,11,7045,5405,613,7357,2744,72,9,1074,0,169237,858,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,OCTUBRE,75777,682,2163,2469,0,10449,10447,3372,58555,9626,1989,165,23134,0,198828,1557,2,0
Culiacán,PUENTE NACIONAL,2023,OCTUBRE,225321,3042,6412,515,16,7568,3512,519,6773,1216,3,0,624,0,255521,2685,0,0
Sinaloa,PUENTE NACIONAL,2023,OCTUBRE,237212,2489,11879,4893,14,16357,12060,3384,62048,6236,942,70,16548,0,374132,3750,42,0
Pánuco,PUENTE NACIONAL,2023,OCTUBRE,127915,8681,8396,106,3,4972,2453,251,2521,1826,8,1,846,0,157979,992,5,0
Alvarado,PUENTE NACIONAL,2023,OCTUBRE,112764,10199,7017,338,6,4885,3722,170,2491,1080,10,2,406,0,143090,1165,1,0
Papaloapan,PUENTE NACIONAL,2023,OCTUBRE,41758,12197,2927,119,4,3896,2708,122,1861,235,12,5,425,0,66269,822,13,0
Caracol,PUENTE NACIONAL,2023,OCTUBRE,138382,23388,10743,180,0,7715,5452,340,5092,984,85,42,9890,0,202293,569,0,0
Nautla,PUENTE NACIONAL,2023,OCTUBRE,66217,4764,3082,182,4,4679,2968,357,5810,1165,27,4,1628,0,90887,1030,1,0
Grijalva,PUENTE NACIONAL,2023,OCTUBRE,388093,20991,12123,2042,34,17484,11957,2400,28061,12893,846,200,22045,0,519169,2990,348,0
Usumacinta,PUENTE NACIONAL,2023,OCTUBRE,84816,11779,3903,716,9,5983,9408,1547,21640,8292,984,193,20860,0,170130,1459,313,0
Cadereyta,PUENTE NACIONAL,2023,OCTUBRE,137328,4161,414,24,0,12024,6010,884,9944,3774,211,335,4541,0,179650,717,3,0
La Piedad,PUENTE NACIONAL,2023,OCTUBRE,70486,1944,3741,1014,1,7625,6555,607,10580,1699,31,6,272,0,104561,511,0,0
Tecolutla,PUENTE NACIONAL,2023,OCTUBRE,84069,14067,3794,231,4,4607,2700,406,5737,1180,21,8,1428,0,118252,516,0,0
San Juan,PUENTE NACIONAL,2023,OCTUBRE,51437,174,772,237,0,3354,2020,355,5256,1421,93,77,9583,0,74779,1226,1355,0
Tampico,PUENTE NACIONAL,2023,OCTUBRE,212015,3184,8031,2275,3,6884,3605,269,2365,375,35,16,1320,0,240377,1207,23,0
Tlacotalpan,PUENTE NACIONAL,2023,OCTUBRE,36898,4741,1325,15,0,1199,471,38,179,45,0,0,24,0,44935,590,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,OCTUBRE,167339,5694,5765,2620,8,22419,27004,5840,92962,18932,1647,782,47421,0,398433,1669,212,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,OCTUBRE,12834,1618,27,0,0,509,191,22,685,95,0,0,2,0,15983,16,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,OCTUBRE,3323,154,40,3,0,290,267,31,130,91,2,9,68,0,4408,29,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,OCTUBRE,105674,341,1,0,0,60,4,0,0,0,0,0,0,0,106080,125,0,161757
Camargo,PÚENTE INTERNACIONAL,2023,OCTUBRE,33640,31,0,0,0,46,110,7,1210,7,26,0,1842,0,36919,271,0,2948
Miguel Alemán,PÚENTE INTERNACIONAL,2023,OCTUBRE,58362,39,4,81,0,155,108,39,3030,15,2,0,0,0,61835,248,0,20070
Reynosa,PÚENTE INTERNACIONAL,2023,OCTUBRE,147784,298,192,974,1,48,15,6,0,0,0,0,0,0,149318,586,0,183730
   Línea Express,PÚENTE INTERNACIONAL,2023,OCTUBRE,75292,0,0,0,0,0,0,0,0,0,0,0,0,0,75292,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,OCTUBRE,45006,48,0,0,0,112,350,34,1110,500,58,23,2648,0,49889,98,20,80223
Ojinaga,PÚENTE INTERNACIONAL,2023,OCTUBRE,57756,68,28,119,3,679,125,161,702,31,2,31,26,0,59731,1152,7,3580
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,OCTUBRE,4904,47019,23,25,0,7,0,0,0,0,0,0,0,7464,59442,7,0,35456
Piedras Negras,PÚENTE INTERNACIONAL,2023,OCTUBRE,56846,72,1,0,0,139,0,1,0,0,0,0,0,0,57059,113,0,67274
Acuña,PÚENTE INTERNACIONAL,2023,OCTUBRE,146580,460,1,0,0,1559,919,184,4447,35,2,0,0,0,154187,1142,0,8094
Laredo,PÚENTE INTERNACIONAL,2023,OCTUBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229100
   Línea Express,PÚENTE INTERNACIONAL,2023,OCTUBRE,95885,0,0,0,0,0,0,0,0,0,0,0,0,0,95885,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,OCTUBRE,258322,1163,19,2518,0,416,18,77,5,0,0,0,0,0,262538,1644,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,OCTUBRE,1272,0,138,23,7,694,777,74,8315,1512,24,4,103,0,12943,28,704,0
Chapalilla - Compostela ,CAMINO,2023,NOVIEMBRE,136471,2857,11368,3110,4,7512,5689,654,8019,3031,87,1,1379,0,180182,902,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,NOVIEMBRE,87865,577,2882,3846,0,11220,10998,3143,57603,10818,1796,195,23221,0,214164,1916,2,0
Culiacán,PUENTE NACIONAL,2023,NOVIEMBRE,248479,3013,6751,535,15,8001,3823,489,7206,1156,8,1,605,0,280082,2379,0,0
Sinaloa,PUENTE NACIONAL,2023,NOVIEMBRE,254266,2706,12557,5016,27,17023,12887,3336,61461,6515,1162,65,17335,0,394356,4198,40,0
Pánuco,PUENTE NACIONAL,2023,NOVIEMBRE,134115,7545,8328,110,10,4751,2294,235,2594,1953,2,0,1139,0,163076,1026,56,0
Alvarado,PUENTE NACIONAL,2023,NOVIEMBRE,114215,9168,6742,325,1,4966,3579,140,2414,1041,7,4,253,0,142855,801,9,0
Papaloapan,PUENTE NACIONAL,2023,NOVIEMBRE,43655,11144,2947,212,3,3816,2745,125,2230,277,7,3,574,0,67738,3255,266,0
Caracol,PUENTE NACIONAL,2023,NOVIEMBRE,144709,23114,10901,225,2,7508,5177,363,5283,998,89,53,9017,0,207439,1393,0,0
Nautla,PUENTE NACIONAL,2023,NOVIEMBRE,66072,4397,2966,237,7,4586,2951,366,6106,1266,36,8,1291,0,90289,882,0,0
Grijalva,PUENTE NACIONAL,2023,NOVIEMBRE,372191,19634,11653,1885,36,16928,10763,2268,25996,11574,869,186,21383,0,495366,2792,319,0
Usumacinta,PUENTE NACIONAL,2023,NOVIEMBRE,80450,10258,3976,662,12,5756,8176,1588,21752,8324,1008,194,20628,0,162784,1360,295,0
Cadereyta,PUENTE NACIONAL,2023,NOVIEMBRE,138039,3856,468,29,0,11915,5702,969,9567,3670,229,278,3943,0,178665,755,8,0
La Piedad,PUENTE NACIONAL,2023,NOVIEMBRE,71847,1970,3755,913,0,7695,6870,616,10724,1634,17,9,245,0,106295,512,0,0
Tecolutla,PUENTE NACIONAL,2023,NOVIEMBRE,82743,13087,3780,345,1,4604,2821,419,6098,1382,30,9,1122,0,116441,490,0,0
San Juan,PUENTE NACIONAL,2023,NOVIEMBRE,48381,215,790,236,0,3085,1715,278,4851,1053,108,104,9136,0,69952,1006,1089,0
Tampico,PUENTE NACIONAL,2023,NOVIEMBRE,210921,2834,8045,2153,3,6802,3645,253,2129,279,16,25,1283,0,238388,1315,0,0
Tlacotalpan,PUENTE NACIONAL,2023,NOVIEMBRE,36483,4413,1314,19,0,1229,857,25,178,53,1,0,15,0,44587,468,3,0
Dovalí Jaime,PUENTE NACIONAL,2023,NOVIEMBRE,92282,5216,3218,1359,17,16390,20618,4778,78935,14098,1600,737,36189,0,275437,1237,260,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,NOVIEMBRE,12605,1950,75,3,0,592,192,40,774,55,2,0,15,0,16303,20,3,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,NOVIEMBRE,933,44,8,4,0,95,94,10,129,45,5,4,41,0,1412,12,2,0
Matamoros,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,90304,333,1,1,1,76,1,4,0,0,0,0,2,0,90723,111,0,155420
Camargo,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,34305,36,0,0,0,79,118,9,1036,2,15,1,1780,0,37381,276,0,3315
Miguel Alemán,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,58394,31,5,59,0,135,94,35,3012,21,1,0,0,0,61787,293,0,24052
Reynosa,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,140448,294,142,1046,0,68,9,11,0,0,0,0,1,0,142019,734,0,176360
   Línea Express,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,72194,0,0,0,0,0,0,0,0,0,0,0,0,0,72194,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,47058,33,0,0,0,103,252,46,873,474,59,46,2397,0,51341,118,12,87241
Ojinaga,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,58593,46,14,124,2,801,135,150,680,17,2,13,22,0,60599,1275,5,4523
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,6307,47264,41,52,0,20,0,0,0,0,0,0,0,7307,60991,2,0,35260
Piedras Negras,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,98484,87,0,0,0,214,0,1,0,0,0,0,0,0,98786,137,0,50998
Acuña,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,142238,318,40,0,0,1557,761,188,3888,39,16,0,0,0,149045,1096,0,7843
Laredo,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228096
   Línea Express,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,110103,0,0,0,0,0,0,0,0,0,0,0,0,0,110103,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,251737,983,20,2529,0,407,19,75,7,0,0,0,0,0,255777,1790,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,1448,0,179,13,1,909,969,71,10635,1978,28,2,43,0,16276,42,644,0
Chapalilla - Compostela ,CAMINO,2023,DICIEMBRE,164008,2372,11362,2844,7,6862,5653,571,7972,2994,73,4,2298,0,207020,777,1,0
Cuauhtemoc-Osiris ,CAMINO,2023,DICIEMBRE,146520,456,5407,7277,0,12785,10311,3425,56465,11097,2194,175,24961,0,281073,3060,1,0
Culiacán,PUENTE NACIONAL,2023,DICIEMBRE,277375,2837,7398,694,19,8380,3708,463,7326,1115,4,2,580,0,309901,2614,0,0
Sinaloa,PUENTE NACIONAL,2023,DICIEMBRE,330034,1909,15121,5998,39,16815,12366,3141,61995,6337,1104,58,18787,0,473704,5167,9,0
Pánuco,PUENTE NACIONAL,2023,DICIEMBRE,153517,7444,9178,422,5,4972,2385,222,2637,1921,5,7,1142,0,183857,1022,74,0
Alvarado,PUENTE NACIONAL,2023,DICIEMBRE,148693,9514,8177,627,7,4941,5373,137,2733,1139,7,3,195,0,181546,757,3,0
Papaloapan,PUENTE NACIONAL,2023,DICIEMBRE,58477,12692,3348,227,10,4048,3190,158,2871,561,11,2,749,0,86344,6361,625,0
Caracol,PUENTE NACIONAL,2023,DICIEMBRE,162347,22268,11787,410,1,7590,5038,330,5357,1205,52,35,9810,0,226230,2732,1555,0
Nautla,PUENTE NACIONAL,2023,DICIEMBRE,77367,4761,3299,306,4,4549,2799,328,5899,1095,28,9,1260,0,101704,938,0,0
Grijalva,PUENTE NACIONAL,2023,DICIEMBRE,430983,21544,12838,2284,33,16683,11238,2300,25469,10512,732,153,20040,0,554809,3124,211,0
Usumacinta,PUENTE NACIONAL,2023,DICIEMBRE,99546,11651,5545,1029,10,5512,6687,1669,20625,7183,864,176,19190,0,179687,1416,213,0
Cadereyta,PUENTE NACIONAL,2023,DICIEMBRE,154829,5197,363,32,0,12940,6211,866,9600,3979,289,207,4239,0,198752,796,36,0
La Piedad,PUENTE NACIONAL,2023,DICIEMBRE,86807,2032,4032,955,0,7366,6389,643,10295,1512,25,7,308,0,120371,565,0,0
Tecolutla,PUENTE NACIONAL,2023,DICIEMBRE,101567,14744,4100,414,0,4752,2886,363,5863,1172,20,10,1081,0,136972,549,0,0
San Juan,PUENTE NACIONAL,2023,DICIEMBRE,51123,143,634,236,0,2949,1631,222,4410,843,63,103,8182,0,70539,1063,1153,0
Tampico,PUENTE NACIONAL,2023,DICIEMBRE,265434,2947,10264,3243,1,7295,3990,251,2342,289,30,5,1501,0,297592,1405,0,0
Tlacotalpan,PUENTE NACIONAL,2023,DICIEMBRE,47354,4533,1375,19,0,1296,725,28,240,82,0,0,8,0,55660,434,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,DICIEMBRE,186223,6189,6542,2897,28,19593,23947,5278,86989,15616,1545,865,42315,0,398027,1596,192,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,DICIEMBRE,15380,1960,31,0,0,619,208,42,974,35,0,0,47,0,19296,38,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,DICIEMBRE,1111,34,6,3,0,90,114,8,91,51,3,0,30,0,1541,12,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,DICIEMBRE,95862,377,2,0,0,96,5,6,0,0,0,0,0,0,96348,161,0,158646
Camargo,PÚENTE INTERNACIONAL,2023,DICIEMBRE,38562,40,0,0,0,69,125,9,945,2,16,0,1496,0,41264,299,0,3803
Miguel Alemán,PÚENTE INTERNACIONAL,2023,DICIEMBRE,63559,15,4,60,0,100,98,21,2708,29,0,0,0,0,66594,316,0,29305
Reynosa,PÚENTE INTERNACIONAL,2023,DICIEMBRE,135194,360,99,1122,2,55,20,7,1,0,0,0,0,0,136860,771,0,188564
   Línea Express,PÚENTE INTERNACIONAL,2023,DICIEMBRE,74858,0,0,0,0,0,0,0,0,0,0,0,0,0,74858,0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,DICIEMBRE,50524,35,0,0,0,88,301,27,658,429,24,23,2441,0,54550,100,7,115078
Ojinaga,PÚENTE INTERNACIONAL,2023,DICIEMBRE,59432,11,18,138,3,724,115,106,690,19,0,10,4,0,61270,1184,0,6087
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,DICIEMBRE,7393,52968,41,8,0,14,1,0,0,0,0,0,0,7811,68236,14,0,38838
Piedras Negras,PÚENTE INTERNACIONAL,2023,DICIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116875
Acuña,PÚENTE INTERNACIONAL,2023,DICIEMBRE,116411,388,1,0,0,1281,788,161,4468,36,20,0,0,0,123554,1264,0,24744
Laredo,PÚENTE INTERNACIONAL,2023,DICIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256607
   Línea Express,PÚENTE INTERNACIONAL,2023,DICIEMBRE,112476,0,0,0,0,0,0,0,0,0,0,0,0,0,112476,0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,DICIEMBRE,272740,963,15,3409,0,403,15,76,8,0,0,0,0,0,277629,1961,0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,DICIEMBRE,1786,0,202,2,0,1093,1082,88,9513,1877,21,0,72,0,15736,79,405,0
Chapalilla - Compostela ,CAMINO,2024,ENERO,137930,2730,8775,1669,12,6376,5941,638,7966,3078,118,9,2067,0,177309,898,1,0
Cuauhtemoc-Osiris ,CAMINO,2024,ENERO,127749,486,4524,6485,0,12523,10419,3845,57889,12497,2383,172,25831,0,264803,2465,0,0
Culiacán,PUENTE NACIONAL,2024,ENERO,255123,2721,6936,731,27,7388,3720,543,7983,1034,3,1,619,0,286829,2233,2,0
Sinaloa,PUENTE NACIONAL,2024,ENERO,289759,1739,15275,5818,44,15199,12400,3342,66210,6343,1040,64,21185,0,438418,4268,15,0
Pánuco,PUENTE NACIONAL,2024,ENERO,141241,7738,8651,372,15,4838,2639,173,2350,1900,10,5,1298,0,171230,1067,47,0
Alvarado,PUENTE NACIONAL,2024,ENERO,130621,10087,7472,519,3,4710,5390,171,2950,1360,15,6,550,0,163854,919,0,0
Papaloapan,PUENTE NACIONAL,2024,ENERO,44767,11111,2581,110,10,3396,3328,137,2206,412,10,8,785,0,68861,5807,624,0
Caracol,PUENTE NACIONAL,2024,ENERO,149846,22963,10967,284,0,7250,5311,343,5619,1391,69,25,10723,0,214791,2921,1849,0
Nautla,PUENTE NACIONAL,2024,ENERO,70472,4216,3106,280,1,4224,2722,333,5723,971,40,6,1297,0,93391,837,0,0
Grijalva,PUENTE NACIONAL,2024,ENERO,401183,20906,12621,2633,30,16471,10685,2073,24753,12216,677,152,19590,0,523990,3133,295,0
Usumacinta,PUENTE NACIONAL,2024,ENERO,87800,11384,5261,919,14,5176,6611,1450,19434,8129,777,146,18217,0,165318,1401,322,0
Cadereyta,PUENTE NACIONAL,2024,ENERO,141828,3929,329,25,0,12602,6208,968,10015,2812,321,423,4433,0,183893,697,10,0
La Piedad,PUENTE NACIONAL,2024,ENERO,81942,2146,4112,905,0,7060,6522,701,10568,1464,34,15,300,0,115769,635,0,0
Tecolutla,PUENTE NACIONAL,2024,ENERO,89918,12684,3692,310,0,4499,2830,376,5704,1018,39,6,1198,0,122274,492,0,0
San Juan,PUENTE NACIONAL,2024,ENERO,46399,103,605,232,1,2788,1761,211,4645,816,58,107,8795,0,66521,1001,1290,0
Tampico,PUENTE NACIONAL,2024,ENERO,216485,2606,9586,2994,0,6258,3536,243,2183,313,21,5,1257,0,245487,992,0,0
Tlacotalpan,PUENTE NACIONAL,2024,ENERO,44486,4679,1376,15,0,1274,972,51,324,45,3,0,24,0,53249,593,0,0
Dovalí Jaime,PUENTE NACIONAL,2024,ENERO,168032,6467,6416,2898,13,18889,23406,5029,86067,17158,1535,933,44729,0,381572,1548,314,0
Dovalí Jaime Bis,PUENTE NACIONAL,2024,ENERO,12508,1779,23,0,0,514,123,45,1038,21,0,0,34,0,16085,19,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2024,ENERO,1267,59,10,3,0,73,72,12,167,85,1,3,52,0,1804,4,2,0
Matamoros,PÚENTE INTERNACIONAL,2024,ENERO,90990,279,3,1,0,100,2,2,0,0,0,0,0,0,91377,265,0,143647
Camargo,PÚENTE INTERNACIONAL,2024,ENERO,34849,22,0,0,0,56,134,19,941,2,13,1,1645,0,37682,302,0,3445
Miguel Alemán,PÚENTE INTERNACIONAL,2024,ENERO,57416,13,3,63,2,102,82,32,2952,19,0,0,0,0,60684,330,0,22822
Reynosa,PÚENTE INTERNACIONAL,2024,ENERO,136223,260,33,1033,3,56,12,4,2,0,0,0,0,0,137626,623,0,168958
   Línea Express,PÚENTE INTERNACIONAL,2024,ENERO,75403,0,0,0,0,0,0,0,0,0,0,0,0,0,75403,0,3,0
Las Flores,PÚENTE INTERNACIONAL,2024,ENERO,44692,27,0,0,0,92,545,16,552,510,31,17,2521,0,49003,151,16,100489
Ojinaga,PÚENTE INTERNACIONAL,2024,ENERO,60036,79,31,119,1,671,136,138,728,26,1,13,6,0,61985,1654,4,4518
Rodolfo Robles,PÚENTE INTERNACIONAL,2024,ENERO,5848,45351,28,75,0,19,0,0,0,0,0,0,0,7113,58434,7,0,32884
Piedras Negras,PÚENTE INTERNACIONAL,2024,ENERO,96127,59,0,0,0,187,0,2,0,0,0,0,0,0,96375,215,0,47908
Acuña,PÚENTE INTERNACIONAL,2024,ENERO,135650,366,0,0,0,1527,926,169,4051,34,18,0,0,0,142741,1434,0,9004
